,PERSON_ID,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FIRST_LAST,ROSTERSTATUS,FROM_YEAR,TO_YEAR,PLAYERCODE,PLAYER_SLUG,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_SLUG,GAMES_PLAYED_FLAG,OTHERLEAGUE_EXPERIENCE_CH
"2489,203117,""Lamb, Doron"",Doron Lamb,0,2012,2013,doron_lamb,doron_lamb,0,,,,,,Y,01"
"2490,203087,""Lamb, Jeremy"",Jeremy Lamb,0,2012,2021,jeremy_lamb,jeremy_lamb,0,,,,,,Y,11"
"2493,2573,""Lampe, Maciej"",Maciej Lampe,0,2003,2005,maciej_lampe,maciej_lampe,0,,,,,,Y,00"
"2496,1629111,""Landale, Jock"",Jock Landale,1,2021,2023,jock_landale,jock_landale,1610612745,Houston,Rockets,HOU,rockets,rockets,Y,00"
"2497,201171,""Landry, Carl"",Carl Landry,0,2007,2015,carl_landry,carl_landry,0,,,,,,Y,00"
"2498,202068,""Landry, Marcus"",Marcus Landry,0,2009,2009,marcus_landry,marcus_landry,0,,,,,,Y,01"
"2503,2591,""Lang, James"",James Lang,0,2006,2006,james_lang,james_lang,0,,,,,,Y,01"
"2505,101247,""Langford, Keith"",Keith Langford,0,2007,2007,keith_langford,keith_langford,0,,,,,,Y,01"
"2506,1629641,""Langford, Romeo"",Romeo Langford,0,2019,2022,romeo_langford,romeo_langford,0,,,,,,Y,11"
"2510,1627879,""Laprovittola, Nicolas"",Nicolas Laprovittola,0,2016,2016,nicolas_laprovittola,nicolas_laprovittola,0,,,,,,Y,00"
"2512,203499,""Larkin, Shane"",Shane Larkin,0,2013,2017,shane_larkin,shane_larkin,0,,,,,,Y,01"
"2514,201186,""Lasme, Stephane"",Stephane Lasme,0,2007,2007,stephane_lasme,stephane_lasme,0,,,,,,Y,01"
"2519,203530,""Lauvergne, Joffrey"",Joffrey Lauvergne,0,2014,2017,joffrey_lauvergne,joffrey_lauvergne,0,,,,,,Y,00"
"2522,201151,""Law, Acie"",Acie Law,0,2007,2010,acie_law,acie_law,0,,,,,,Y,00"
"2523,1629724,""Law, Vic"",Vic Law,0,2019,2019,vic_law,vic_law,0,,,,,,Y,01"
"2524,202371,""Lawal, Gani"",Gani Lawal,0,2010,2010,gani_lawal,gani_lawal,0,,,,,,Y,01"
"2526,1630639,""Lawson, A.J."",A.J. Lawson,1,2022,2023,aj_lawson,aj_lawson,1610612742,Dallas,Mavericks,DAL,mavericks,mavericks,Y,01"
"2528,201951,""Lawson, Ty"",Ty Lawson,0,2009,2017,ty_lawson,ty_lawson,0,,,,,,Y,00"
"2529,1627774,""Layman, Jake"",Jake Layman,0,2016,2021,jake_layman,jake_layman,0,,,,,,Y,01"
"2531,1627747,""LeVert, Caris"",Caris LeVert,1,2016,2023,caris_levert,caris_levert,1610612739,Cleveland,Cavaliers,CLE,cavaliers,cavaliers,Y,00"
"2532,1628388,""Leaf, T.J."",T.J. Leaf,0,2017,2020,tj_leaf,tj_leaf,0,,,,,,Y,01"
"2538,1629665,""Lecque, Jalen"",Jalen Lecque,0,2019,2020,jalen_lecque,jalen_lecque,0,,,,,,Y,11"
"2539,203495,""Ledo, Ricky"",Ricky Ledo,0,2013,2014,ricky_ledo,ricky_ledo,0,,,,,,Y,01"
"2542,201584,""Lee, Courtney"",Courtney Lee,0,2008,2019,courtney_lee,courtney_lee,0,,,,,,Y,01"
"2543,1627814,""Lee, Damion"",Damion Lee,1,2017,2023,damion_lee,damion_lee,1610612756,Phoenix,Suns,PHX,suns,suns,Y,01"
"2544,101135,""Lee, David"",David Lee,0,2005,2016,david_lee,david_lee,0,,,,,,Y,00"
"2550,202723,""Lee, Malcolm"",Malcolm Lee,0,2011,2014,malcolm_lee,malcolm_lee,0,,,,,,Y,01"
"2554,1630240,""Lee, Saben"",Saben Lee,1,2020,2023,saban_lee,saben_lee,1610612756,Phoenix,Suns,PHX,suns,suns,Y,01"
"2559,1627215,""Lemon Jr., Walt"",Walt Lemon Jr.,0,2017,2018,walter_lemon jr.,walt_lemon_jr,0,,,,,,Y,01"
"2560,203458,""Len, Alex"",Alex Len,1,2013,2023,alex_len,alex_len,1610612758,Sacramento,Kings,SAC,kings,kings,Y,00"
"2561,702,""Lenard, Voshon"",Voshon Lenard,0,1995,2005,voshon_lenard,voshon_lenard,0,,,,,,Y,00"
"2564,202695,""Leonard, Kawhi"",Kawhi Leonard,1,2011,2023,kawhi_leonard,kawhi_leonard,1610612746,LA,Clippers,LAC,clippers,clippers,Y,00"
"2565,203086,""Leonard, Meyers"",Meyers Leonard,0,2012,2022,meyers_leonard,meyers_leonard,0,,,,,,Y,00"
"2567,202727,""Leslie, Travis"",Travis Leslie,0,2011,2011,travis_leslie,travis_leslie,0,,,,,,Y,01"
"2570,202720,""Leuer, Jon"",Jon Leuer,0,2011,2018,jon_leuer,jon_leuer,0,,,,,,Y,01"
"2579,1631171,""Lewis, Justin"",Justin Lewis,0,2022,2022,justin_lewis,justin_lewis,0,,,,,,Y,11"
"2581,1641721,""Lewis, Maxwell"",Maxwell Lewis,1,2023,2023,maxwell_lewis,maxwell_lewis,1610612747,Los Angeles,Lakers,LAL,lakers,lakers,Y,11"
"2584,1740,""Lewis, Rashard"",Rashard Lewis,0,1998,2013,rashard_lewis,rashard_lewis,0,,,,,,Y,00"
"2586,1630575,""Lewis, Scottie"",Scottie Lewis,0,2021,2021,tmp_scottie_lewis,scottie_lewis,0,,,,,,Y,11"
"2587,1630184,""Lewis Jr., Kira"",Kira Lewis Jr.,1,2020,2023,kira_lewis_jr,kira_lewis_jr,1610612762,Utah,Jazz,UTA,jazz,jazz,Y,11"
"2590,1630604,""Liddell, E.J."",E.J. Liddell,1,2022,2023,ej_liddell,ej_liddell,1610612740,New Orleans,Pelicans,NOP,pelicans,pelicans,Y,11"
"2591,202732,""Liggins, DeAndre"",DeAndre Liggins,0,2011,2017,deandre_liggins,deandre_liggins,0,,,,,,Y,01"
"2593,203081,""Lillard, Damian"",Damian Lillard,1,2012,2023,damian_lillard,damian_lillard,1610612749,Milwaukee,Bucks,MIL,bucks,bucks,Y,00"
"2594,202391,""Lin, Jeremy"",Jeremy Lin,0,2010,2018,jeremy_lin,jeremy_lin,0,,,,,,Y,01"
"2597,1629642,""Little, Nassir"",Nassir Little,1,2019,2023,nassir_little,nassir_little,1610612756,Phoenix,Suns,PHX,suns,suns,Y,00"
"2598,1641726,""Lively II, Dereck"",Dereck Lively II,1,2023,2023,dereck_lively_ii,dereck_lively_ii,1610612742,Dallas,Mavericks,DAL,mavericks,mavericks,Y,00"
"2599,1630587,""Livers, Isaiah"",Isaiah Livers,1,2021,2023,isaiah_livers,isaiah_livers,1610612764,Washington,Wizards,WAS,wizards,wizards,Y,01"
"2600,1641753,""Livingston, Chris"",Chris Livingston,1,2023,2023,chris_livingston,chris_livingston,1610612749,Milwaukee,Bucks,MIL,bucks,bucks,Y,11"
"2601,988,""Livingston, Randy"",Randy Livingston,0,1996,2006,randy_livingston,randy_livingston,0,,,,,,Y,01"
"2602,2733,""Livingston, Shaun"",Shaun Livingston,0,2004,2018,shaun_livingston,shaun_livingston,0,,,,,,Y,01"
"2614,1629155,""Lofton, Zach"",Zach Lofton,0,2018,2018,zach_lofton,zach_lofton,0,,,,,,Y,01"
"2615,1631254,""Lofton Jr., Kenneth"",Kenneth Lofton Jr.,1,2022,2023,kenneth_lofton_jr,kenneth_lofton_jr,1610612755,Philadelphia,76ers,PHI,sixers,sixers,Y,11"
"2622,1627848,""Long, Shawn"",Shawn Long,0,2016,2016,shawn_long,shawn_long,0,,,,,,Y,01"
"2624,1626172,""Looney, Kevon"",Kevon Looney,1,2015,2023,kevon_looney,kevon_looney,1610612744,Golden State,Warriors,GSW,warriors,warriors,Y,01"
"2625,201572,""Lopez, Brook"",Brook Lopez,1,2008,2023,brook_lopez,brook_lopez,1610612749,Milwaukee,Bucks,MIL,bucks,bucks,Y,00"
"2627,2221,""Lopez, Raul"",Raul Lopez,0,2002,2004,raul_lopez,raul_lopez,0,,,,,,Y,00"
"2628,201577,""Lopez, Robin"",Robin Lopez,1,2008,2023,robin_lopez,robin_lopez,1610612749,Milwaukee,Bucks,MIL,bucks,bucks,Y,00"
"2633,1629712,""Louzada, Didi"",Didi Louzada,0,2020,2021,marcos_louzada_silva,didi_louzada,0,,,,,,Y,01"
"2635,201567,""Love, Kevin"",Kevin Love,1,2008,2023,kevin_love,kevin_love,1610612748,Miami,Heat,MIA,heat,heat,Y,00"
"2640,200768,""Lowry, Kyle"",Kyle Lowry,1,2006,2023,kyle_lowry,kyle_lowry,1610612766,Charlotte,Hornets,CHA,hornets,hornets,Y,00"
"2641,1628070,""Loyd, Jordan"",Jordan Loyd,0,2018,2018,jordan_loyd,jordan_loyd,0,,,,,,Y,01"
"2645,203564,""Lucas, Kalin"",Kalin Lucas,0,2014,2018,kalin_lucas,kalin_lucas,0,,,,,,Y,01"
"2647,101249,""Lucas III, John"",John Lucas III,0,2005,2016,john_lucas iii,john_lucas_iii,0,,,,,,Y,01"
"2649,1731,""Lue, Tyronn"",Tyronn Lue,0,1998,2008,tyronn_lue,tyronn_lue,0,,,,,,Y,00"
"2654,1630994,""Lundberg, Gabriel"",Gabriel Lundberg,0,2021,2021,gabriel_lundberg,gabriel_lundberg,0,,,,,,Y,00"
"2655,1641754,""Lundy, Seth"",Seth Lundy,1,2023,2023,seth_lundy,seth_lundy,1610612737,Atlanta,Hawks,ATL,hawks,hawks,Y,11"
"2656,1627789,""Luwawu-Cabarrot, Timothe"",Timothe Luwawu-Cabarrot,0,2016,2021,timothe_luwawu-cabarrot,timothe_luwawu-cabarrot,0,,,,,,Y,01"
"2657,1628399,""Lydon, Tyler"",Tyler Lydon,0,2017,2018,tyler_lydon,tyler_lydon,0,,,,,,Y,01"
"2658,1626168,""Lyles, Trey"",Trey Lyles,1,2015,2023,trey_lyles,trey_lyles,1610612758,Sacramento,Kings,SAC,kings,kings,Y,00"
"2659,248,""Lynch, George"",George Lynch,0,1993,2004,george_lynch,george_lynch,0,,,,,,Y,00"
"2662,1627815,""Mac, Sheldon"",Sheldon Mac,0,2016,2016,sheldon_mac,sheldon_mac,0,,,,,,Y,01"
"2668,203159,""Machado, Scott"",Scott Machado,0,2012,2018,scott_machado,scott_machado,0,,,,,,Y,01"
"2669,101178,""Macijauskas, Arvydas"",Arvydas Macijauskas,0,2005,2005,arvydas_macijauskas,arvydas_macijauskas,0,,,,,,Y,00"
"2672,202714,""Mack, Shelvin"",Shelvin Mack,0,2011,2018,shelvin_mack,shelvin_mack,0,,,,,,Y,01"
"2675,202731,""Macklin, Vernon"",Vernon Macklin,0,2011,2011,vernon_macklin,vernon_macklin,0,,,,,,Y,01"
"2677,1629133,""Macon, Daryl"",Daryl Macon,0,2018,2019,daryl_macon,daryl_macon,0,,,,,,Y,01"
"2679,1629122,""Macura, J.P."",J.P. Macura,0,2018,2019,jp_macura,jp_macura,0,,,,,,Y,01"
"2684,2058,""Madsen, Mark"",Mark Madsen,0,2000,2008,mark_madsen,mark_madsen,0,,,,,,Y,00"
"2686,203705,""Magette, Josh"",Josh Magette,0,2017,2019,josh_magette,josh_magette,0,,,,,,Y,01"
"2687,1894,""Maggette, Corey"",Corey Maggette,0,1999,2012,corey_maggette,corey_maggette,0,,,,,,Y,00"
"2689,2048,""Magloire, Jamaal"",Jamaal Magloire,0,2000,2011,jamaal_magloire,jamaal_magloire,0,,,,,,Y,00"
"2690,1630266,""Magnay, Will"",Will Magnay,0,2020,2020,will_magnay,will_magnay,0,,,,,,Y,01"
"2691,101133,""Mahinmi, Ian"",Ian Mahinmi,0,2007,2019,ian_mahinmi,ian_mahinmi,0,,,,,,Y,01"
"2696,200970,""Major, Renaldo"",Renaldo Major,0,2006,2006,renaldo_major,renaldo_major,0,,,,,,Y,01"
"2697,1627748,""Maker, Thon"",Thon Maker,0,2016,2020,thon_maker,thon_maker,0,,,,,,Y,01"
"2699,1630177,""Maledon, Theo"",Theo Maledon,1,2020,2023,theo_maledon,theo_maledon,1610612756,Phoenix,Suns,PHX,suns,suns,Y,01"
"2705,1630572,""Mamukelashvili, Sandro"",Sandro Mamukelashvili,1,2021,2023,sandro_mamukelashvili,sandro_mamukelashvili,1610612759,San Antonio,Spurs,SAS,spurs,spurs,Y,01"
"2708,1630211,""Mane, Karim"",Karim Mane,0,2020,2020,karim_mane,karim_mane,0,,,,,,Y,01"
"2711,1629611,""Mann, Terance"",Terance Mann,1,2019,2023,terance_mann,terance_mann,1610612746,LA,Clippers,LAC,clippers,clippers,Y,01"
"2712,1630544,""Mann, Tre"",Tre Mann,1,2021,2023,tre_mann,tre_mann,1610612760,Oklahoma City,Thunder,OKC,thunder,thunder,Y,11"
"2716,1630185,""Mannion, Nico"",Nico Mannion,0,2020,2020,nico_mannion,nico_mannion,0,,,,,,Y,01"
"2721,203906,""Marble, Devyn"",Devyn Marble,0,2014,2015,devyn_marble,devyn_marble,0,,,,,,Y,01"
"2723,950,""Marbury, Stephon"",Stephon Marbury,0,1996,2008,stephon_marbury,stephon_marbury,0,,,,,,Y,00"
"2727,1890,""Marion, Shawn"",Shawn Marion,0,1999,2014,shawn_marion,shawn_marion,0,,,,,,Y,00"
"2728,1626246,""Marjanovic, Boban"",Boban Marjanovic,1,2015,2023,boban_marjanovic,boban_marjanovic,1610612745,Houston,Rockets,HOU,rockets,rockets,Y,01"
"2729,1628374,""Markkanen, Lauri"",Lauri Markkanen,1,2017,2023,lauri_markkanen,lauri_markkanen,1610612762,Utah,Jazz,UTA,jazz,jazz,Y,00"
"2730,200806,""Markota, Damir"",Damir Markota,0,2006,2006,damir_markota,damir_markota,0,,,,,,Y,01"
"2731,1752,""Marks, Sean"",Sean Marks,0,1998,2010,sean_marks,sean_marks,0,,,,,,Y,00"
"2736,923,""Marshall, Donyell"",Donyell Marshall,0,1994,2008,donyell_marshall,donyell_marshall,0,,,,,,Y,00"
"2737,203088,""Marshall, Kendall"",Kendall Marshall,0,2012,2015,kendall_marshall,kendall_marshall,0,,,,,,Y,01"
"2738,1630230,""Marshall, Naji"",Naji Marshall,1,2020,2023,naji_marshall,naji_marshall,1610612740,New Orleans,Pelicans,NOP,pelicans,pelicans,Y,01"
"2739,101185,""Marshall, Rawle"",Rawle Marshall,0,2005,2006,rawle_marshall,rawle_marshall,0,,,,,,Y,01"
"2745,1628997,""Martin, Caleb"",Caleb Martin,1,2019,2023,caleb_martin,caleb_martin,1610612748,Miami,Heat,MIA,heat,heat,Y,01"
"2746,201858,""Martin, Cartier"",Cartier Martin,0,2008,2014,cartier_martin,cartier_martin,0,,,,,,Y,01"
"2747,1628998,""Martin, Cody"",Cody Martin,1,2019,2023,cody_martin,cody_martin,1610612766,Charlotte,Hornets,CHA,hornets,hornets,Y,01"
"2749,239,""Martin, Darrick"",Darrick Martin,0,1994,2007,darrick_martin,darrick_martin,0,,,,,,Y,00"
"2753,1626185,""Martin, Jarell"",Jarell Martin,0,2015,2018,jarell_martin,jarell_martin,0,,,,,,Y,01"
"2755,1629725,""Martin, Jeremiah"",Jeremiah Martin,0,2019,2020,jeremiah_martin,jeremiah_martin,0,,,,,,Y,01"
"2756,1630231,""Martin, KJ"",KJ Martin,1,2020,2023,kenyon_martin_jr,kj_martin,1610612755,Philadelphia,76ers,PHI,sixers,sixers,Y,01"
"2757,1629103,""Martin, Kelan"",Kelan Martin,0,2019,2021,kelan_martin,kelan_martin,0,,,,,,Y,01"
"2758,2030,""Martin, Kenyon"",Kenyon Martin,0,2000,2014,kenyon_martin,kenyon_martin,0,,,,,,Y,00"
"2759,2755,""Martin, Kevin"",Kevin Martin,0,2004,2015,kevin_martin,kevin_martin,0,,,,,,Y,00"
"2765,1631213,""Martin, Tyrese"",Tyrese Martin,0,2022,2022,tyrese_martin,tyrese_martin,0,,,,,,Y,11"
"2769,2046,""Mason, Desmond"",Desmond Mason,0,2000,2009,desmond_mason,desmond_mason,0,,,,,,Y,00"
"2770,1628412,""Mason III, Frank"",Frank Mason III,0,2017,2020,frank_mason,frank_mason_iii,0,,,,,,Y,01"
"2771,2427,""Mason Jr., Roger"",Roger Mason Jr.,0,2002,2013,roger_mason jr.,roger_mason_jr,0,,,,,,Y,00"
"2772,763,""Massenburg, Tony"",Tony Massenburg,0,1990,2004,tony_massenburg,tony_massenburg,0,,,,,,Y,00"
"2774,1628999,""Maten, Yante"",Yante Maten,0,2018,2018,yaten_maten,yante_maten,0,,,,,,Y,01"
"2775,1629726,""Mathews, Garrison"",Garrison Mathews,1,2019,2023,garrison_mathews,garrison_mathews,1610612737,Atlanta,Hawks,ATL,hawks,hawks,Y,01"
"2776,1628493,""Mathiang, Mangok"",Mangok Mathiang,0,2017,2017,mangok_mathiang,mangok_mathiang,0,,,,,,Y,01"
"2777,1629751,""Mathias, Dakota"",Dakota Mathias,0,2020,2021,dakota_mathias,dakota_mathias,0,,,,,,Y,01"
"2778,1631097,""Mathurin, Bennedict"",Bennedict Mathurin,1,2022,2023,bennedict_mathurin,bennedict_mathurin,1610612754,Indiana,Pacers,IND,pacers,pacers,Y,00"
"2780,202083,""Matthews, Wesley"",Wesley Matthews,1,2009,2023,wesley_matthews,wesley_matthews,1610612737,Atlanta,Hawks,ATL,hawks,hawks,Y,00"
"2783,1630178,""Maxey, Tyrese"",Tyrese Maxey,1,2020,2023,tyrese_maxey,tyrese_maxey,1610612755,Philadelphia,76ers,PHI,sixers,sixers,Y,00"
"2784,101131,""Maxiell, Jason"",Jason Maxiell,0,2005,2014,jason_maxiell,jason_maxiell,0,,,,,,Y,00"
"2789,101118,""May, Sean"",Sean May,0,2005,2009,sean_may,sean_may,0,,,,,,Y,00"
"2795,201953,""Maynor, Eric"",Eric Maynor,0,2009,2013,eric_maynor,eric_maynor,0,,,,,,Y,00"
"2796,201564,""Mayo, O.J."",O.J. Mayo,0,2008,2015,o.j._mayo,oj_mayo,0,,,,,,Y,00"
"2797,1630219,""Mays, Skylar"",Skylar Mays,1,2020,2023,skylar_mays,skylar_mays,1610612747,Los Angeles,Lakers,LAL,lakers,lakers,Y,11"
"2800,201601,""Mbah a Moute, Luc"",Luc Mbah a Moute,0,2008,2019,luc_mbah a moute,luc_mbah_a_moute,0,,,,,,Y,00"
"2801,2788,""Mbenga, DJ"",DJ Mbenga,0,2004,2010,dj_mbenga,dj_mbenga,0,,,,,,Y,00"
"2803,203949,""McAdoo, James Michael"",James Michael McAdoo,0,2014,2017,james michael_mcadoo,james_michael_mcadoo,0,,,,,,Y,01"
"2805,1630540,""McBride, Miles"",Miles McBride,1,2021,2023,miles_mcbride,miles_mcbride,1610612752,New York,Knicks,NYK,knicks,knicks,Y,01"
"2806,1628769,""McCall, Tahjere"",Tahjere McCall,0,2018,2018,tahjere_mccall,tahjere_mccall,0,,,,,,Y,01"
"2807,203492,""McCallum, Ray"",Ray McCallum,0,2013,2015,ray_mccallum,ray_mccallum,0,,,,,,Y,01"
"2811,101119,""McCants, Rashad"",Rashad McCants,0,2005,2008,rashad_mccants,rashad_mccants,0,,,,,,Y,01"
"2818,962,""McCarty, Walter"",Walter McCarty,0,1996,2005,walter_mccarty,walter_mccarty,0,,,,,,Y,00"
"2820,1627775,""McCaw, Patrick"",Patrick McCaw,0,2016,2020,patrick_mccaw,patrick_mccaw,0,,,,,,Y,11"
"2826,1630644,""McClung, Mac"",Mac McClung,0,2021,2022,mac_mcclung,mac_mcclung,0,,,,,,Y,11"
"2827,203468,""McCollum, CJ"",CJ McCollum,1,2013,2023,cj_mccollum,cj_mccollum,1610612740,New Orleans,Pelicans,NOP,pelicans,pelicans,Y,01"
"2830,204456,""McConnell, T.J."",T.J. McConnell,1,2015,2023,t.j._mcconnell,tj_mcconnell,1610612754,Indiana,Pacers,IND,pacers,pacers,Y,00"
"2833,1741,""McCoy, Jelani"",Jelani McCoy,0,1998,2007,jelani_mccoy,jelani_mccoy,0,,,,,,Y,01"
"2835,200840,""McCray, Chris"",Chris McCray,0,2006,2006,chris_mccray,chris_mccray,0,,,,,,Y,01"
"2838,1628571,""McCree, Erik"",Erik McCree,0,2017,2017,erik_mccree,erik_mccree,0,,,,,,Y,01"
"2839,1626191,""McCullough, Chris"",Chris McCullough,0,2015,2017,chris_mccullough,chris_mccullough,0,,,,,,Y,01"
"2843,1630183,""McDaniels, Jaden"",Jaden McDaniels,1,2020,2023,jaden_mcdaniels,jaden_mcdaniels,1610612750,Minnesota,Timberwolves,MIN,timberwolves,timberwolves,Y,00"
"2844,1629667,""McDaniels, Jalen"",Jalen McDaniels,1,2019,2023,jalen_mcdaniels,jalen_mcdaniels,1610612761,Toronto,Raptors,TOR,raptors,raptors,Y,01"
"2846,203909,""McDaniels, KJ"",KJ McDaniels,0,2014,2016,kj_mcdaniels,kj_mcdaniels,0,,,,,,Y,01"
"2847,203926,""McDermott, Doug"",Doug McDermott,1,2014,2023,doug_mcdermott,doug_mcdermott,1610612759,San Antonio,Spurs,SAS,spurs,spurs,Y,00"
"2848,1630253,""McDermott, Sean"",Sean McDermott,0,2020,2020,sean_mcdermott,sean_mcdermott,0,,,,,,Y,01"
"2853,686,""McDyess, Antonio"",Antonio McDyess,0,1995,2010,antonio_mcdyess,antonio_mcdyess,0,,,,,,Y,00"
"2855,200829,""McFarlin, Ivan"",Ivan McFarlin,0,2006,2006,ivan_mcfarlin,ivan_mcfarlin,0,,,,,,Y,00"
"2857,203956,""McGary, Mitch"",Mitch McGary,0,2014,2015,mitch_mcgary,mitch_mcgary,0,,,,,,Y,01"
"2858,201580,""McGee, JaVale"",JaVale McGee,1,2008,2023,javale_mcgee,javale_mcgee,1610612758,Sacramento,Kings,SAC,kings,kings,Y,00"
"2863,1631121,""McGowens, Bryce"",Bryce McGowens,1,2022,2023,bryce_mcgowens,bryce_mcgowens,1610612766,Charlotte,Hornets,CHA,hornets,hornets,Y,01"
"2864,1503,""McGrady, Tracy"",Tracy McGrady,0,1997,2012,tracy_mcgrady,tracy_mcgrady,0,,,,,,Y,00"
"2866,1630787,""McGriff, Cameron"",Cameron McGriff,0,2021,2021,cameron_mcgriff,cameron_mcgriff,0,,,,,,Y,11"
"2867,203585,""McGruder, Rodney"",Rodney McGruder,0,2016,2022,rodney_mcgruder,rodney_mcgruder,0,,,,,,Y,01"
"2871,201187,""McGuire, Dominic"",Dominic McGuire,0,2007,2012,dominic_mcguire,dominic_mcguire,0,,,,,,Y,01"
"2874,976,""McInnis, Jeff"",Jeff McInnis,0,1996,2007,jeff_mcinnis,jeff_mcinnis,0,,,,,,Y,00"
"2880,243,""McKie, Aaron"",Aaron McKie,0,1994,2006,aaron_mckie,aaron_mckie,0,,,,,,Y,00"
"2884,203590,""McKinney-Jones, Trey"",Trey McKinney-Jones,0,2017,2017,trey_mckinney-jones,trey_mckinney-jones,0,,,,,,Y,01"
"2885,1628035,""McKinnie, Alfonzo"",Alfonzo McKinnie,0,2017,2021,alfonzo_mckinnie,alfonzo_mckinnie,0,,,,,,Y,01"
"2886,1630605,""McLaughlin, JaQuori"",JaQuori McLaughlin,0,2021,2021,jaquori_mclaughlin,jaquori_mclaughlin,0,,,,,,Y,01"
"2887,1629162,""McLaughlin, Jordan"",Jordan McLaughlin,1,2019,2023,jordan_mclaughlin,jordan_mclaughlin,1610612750,Minnesota,Timberwolves,MIN,timberwolves,timberwolves,Y,01"
"2888,203463,""McLemore, Ben"",Ben McLemore,0,2013,2021,ben_mclemore,ben_mclemore,0,,,,,,Y,01"
"2891,2693,""McLeod, Keith"",Keith McLeod,0,2003,2006,keith_mcleod,keith_mcleod,0,,,,,,Y,01"
"2902,202077,""McNeal, Jerel"",Jerel McNeal,0,2012,2014,jerel_mcneal,jerel_mcneal,0,,,,,,Y,01"
"2909,203895,""McRae, Jordan"",Jordan McRae,0,2015,2019,jordan_mcrae,jordan_mcrae,0,,,,,,Y,01"
"2911,201177,""McRoberts, Josh"",Josh McRoberts,0,2007,2017,josh_mcroberts,josh_mcroberts,0,,,,,,Y,01"
"2914,2098,""Medvedenko, Slava"",Slava Medvedenko,0,2000,2006,slava_medvedenko,slava_medvedenko,0,,,,,,Y,00"
"2916,201975,""Meeks, Jodie"",Jodie Meeks,0,2009,2018,jodie_meeks,jodie_meeks,0,,,,,,Y,01"
"2922,1626257,""Mejri, Salah"",Salah Mejri,0,2015,2018,salah_mejri,salah_mejri,0,,,,,,Y,01"
"2923,203539,""Mekel, Gal"",Gal Mekel,0,2013,2014,gal_mekel,gal_mekel,0,,,,,,Y,01"
"2926,1629740,""Melli, Nicolo"",Nicolo Melli,0,2019,2020,nicolo_melli,nicolo_melli,0,,,,,,Y,00"
"2927,203097,""Melo, Fab"",Fab Melo,0,2012,2012,fab_melo,fab_melo,0,,,,,,Y,01"
"2928,1629001,""Melton, De'Anthony"",De'Anthony Melton,1,2018,2023,deanthony_melton,deanthony_melton,1610612755,Philadelphia,76ers,PHI,sixers,sixers,Y,01"
"2934,1641877,""Mensah, Nathan"",Nathan Mensah,1,2023,2023,nathan_mensah,nathan_mensah,1610612766,Charlotte,Hornets,CHA,hornets,hornets,Y,00"
"2935,200822,""Mensah-Bonsu, Pops"",Pops Mensah-Bonsu,0,2006,2010,pops_mensah-bonsu,pops_mensah-bonsu,0,,,,,,Y,01"
"2936,1500,""Mercer, Ron"",Ron Mercer,0,1997,2004,ron_mercer,ron_mercer,0,,,,,,Y,00"
"2939,1630241,""Merrill, Sam"",Sam Merrill,1,2020,2023,sam_merrill,sam_merrill,1610612739,Cleveland,Cavaliers,CLE,cavaliers,cavaliers,Y,01"
"2941,1629002,""Metu, Chimezie"",Chimezie Metu,1,2018,2023,chimezie_metu,chimezie_metu,1610612756,Phoenix,Suns,PHX,suns,suns,Y,01"
"2946,203995,""Micic, Vasilije"",Vasilije Micic,1,2023,2023,vasilije_micic,vasilije_micic,1610612760,Oklahoma City,Thunder,OKC,thunder,thunder,Y,00"
"2947,1626175,""Mickey, Jordan"",Jordan Mickey,0,2015,2017,jordan_mickey,jordan_mickey,0,,,,,,Y,01"
"2948,203114,""Middleton, Khris"",Khris Middleton,1,2012,2023,khris_middleton,khris_middleton,1610612749,Milwaukee,Bucks,MIL,bucks,bucks,Y,01"
"2950,2036,""Mihm, Chris"",Chris Mihm,0,2000,2008,chris_mihm,chris_mihm,0,,,,,,Y,00"
"2951,1628450,""Mika, Eric"",Eric Mika,0,2019,2019,eric_mika,eric_mika,0,,,,,,Y,01"
"2957,101223,""Miles, Aaron"",Aaron Miles,0,2005,2005,aaron_miles,aaron_miles,0,,,,,,Y,01"
"2958,101139,""Miles, CJ"",CJ Miles,0,2005,2021,cj_miles,cj_miles,0,,,,,,Y,01"
"2959,2032,""Miles, Darius"",Darius Miles,0,2000,2008,darius_miles,darius_miles,0,,,,,,Y,00"
"2962,2545,""Milicic, Darko"",Darko Milicic,0,2003,2012,darko_milicic,darko_milicic,0,,,,,,Y,00"
"2964,1889,""Miller, Andre"",Andre Miller,0,1999,2015,andre_miller,andre_miller,0,,,,,,Y,00"
"2965,292,""Miller, Anthony"",Anthony Miller,0,1994,2004,anthony_miller,anthony_miller,0,,,,,,Y,00"
"2968,1802,""Miller, Brad"",Brad Miller,0,1998,2011,brad_miller,brad_miller,0,,,,,,Y,00"
"2969,1641706,""Miller, Brandon"",Brandon Miller,1,2023,2023,brandon_miller,brandon_miller,1610612766,Charlotte,Hornets,CHA,hornets,hornets,Y,00"
"2970,203121,""Miller, Darius"",Darius Miller,0,2012,2020,darius_miller,darius_miller,0,,,,,,Y,01"
"2975,1641757,""Miller, Jordan"",Jordan Miller,1,2023,2023,jordan_miller,jordan_miller,1610612746,LA,Clippers,LAC,clippers,clippers,Y,11"
